City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Ostrovnoy,RU,2022-05-26 02:34:50,68.0531,39.5131,35.58,97,100,8.46
295,Oriximina,BR,2022-05-26 02:34:51,-1.7656,-55.8661,74.39,89,13,2.93
296,Bulgan,MN,2022-05-26 02:34:51,48.8125,103.5347,70.0,28,100,3.6
297,Taoudenni,ML,2022-05-26 02:34:52,22.6783,-3.9836,90.61,10,17,6.15
298,Pemangkat,ID,2022-05-26 02:34:52,1.1667,108.9667,82.49,77,100,4.16
299,Wanxian,CN,2022-05-26 02:34:52,30.8039,108.3897,66.27,93,100,5.06
300,Tuatapere,NZ,2022-05-26 02:34:53,-46.1333,167.6833,49.06,64,35,1.05
301,Aquiraz,BR,2022-05-26 02:34:53,-3.9014,-38.3911,77.18,88,100,7.96
302,Aleppo,SY,2022-05-26 02:34:53,36.25,37.5,67.78,44,0,9.24
303,Zhezkazgan,KZ,2022-05-26 02:34:54,47.8043,67.7144,67.98,37,0,6.71
304,Pangody,RU,2022-05-26 02:34:54,65.85,74.4859,50.31,47,47,11.56
305,Aklavik,CA,2022-05-26 02:34:54,68.2191,-135.0107,51.98,56,52,1.81
306,Fairbanks,US,2022-05-26 02:30:03,64.8378,-147.7164,70.61,32,100,14.97
307,Mackenzie,CA,2022-05-26 02:34:55,55.2999,-123.1698,46.62,81,100,5.75
308,Tessalit,ML,2022-05-26 02:34:56,20.1986,1.0114,85.01,28,84,1.16
309,Padang,ID,2022-05-26 02:32:17,-0.9492,100.3543,84.25,61,88,2.98
310,Antsohihy,MG,2022-05-26 02:34:56,-14.8796,47.9875,68.68,94,3,2.3
311,Malpe,IN,2022-05-26 02:34:56,13.35,74.7167,83.5,77,90,8.68
312,Ban Tak,TH,2022-05-26 02:35:57,17.0432,99.0813,84.31,67,98,5.19
313,Talnakh,RU,2022-05-26 02:35:57,69.4865,88.3972,33.21,68,8,3.91
314,Coahuayana,MX,2022-05-26 02:35:58,18.7333,-103.6833,73.54,89,100,2.77
315,Severo-Kurilsk,RU,2022-05-26 02:32:16,50.6789,156.125,41.43,93,96,5.57
316,Saint Anthony,US,2022-05-26 02:35:58,45.0205,-93.218,50.67,92,100,11.5
317,Port Hardy,CA,2022-05-26 02:35:59,50.6996,-127.4199,55.58,71,40,11.5
318,Atambua,ID,2022-05-26 02:35:59,-9.1061,124.8925,84.69,58,73,1.97
319,Jawhar,SO,2022-05-26 02:35:59,2.7809,45.5005,75.29,93,70,11.81
320,Show Low,US,2022-05-26 02:36:00,34.2542,-110.0298,71.89,13,0,6.91
321,Sayyan,YE,2022-05-26 02:36:00,15.1718,44.3244,60.17,25,1,5.48
322,Napier,NZ,2022-05-26 02:36:00,-39.4833,176.9167,52.29,77,100,4.0
323,Luderitz,NA,2022-05-26 02:36:01,-26.6481,15.1594,57.43,75,0,7.87
324,Matagami,CA,2022-05-26 02:36:01,49.7502,-77.6328,57.31,62,75,3.44
325,Diapaga,BF,2022-05-26 02:36:02,12.0708,1.7889,83.41,54,72,8.34
326,Muli,MV,2022-05-26 02:36:02,2.9167,73.5667,82.6,72,42,7.85
327,Vanimo,PG,2022-05-26 02:36:02,-2.6741,141.3028,84.07,72,97,3.33
328,Santa Cruz,BO,2022-05-26 02:35:04,-17.8,-63.1667,74.66,83,40,11.5
329,Nome,US,2022-05-26 02:36:03,64.5011,-165.4064,50.16,76,0,11.5
330,Puerto Carreno,CO,2022-05-26 02:36:03,6.189,-67.4859,76.48,90,83,3.13
331,Arawa,PG,2022-05-26 02:36:04,-6.2132,155.5367,83.01,81,99,3.74
332,Wagar,SD,2022-05-26 02:36:04,16.1525,36.2032,84.61,17,50,7.0
333,Necochea,AR,2022-05-26 02:36:04,-38.5473,-58.7368,45.82,65,18,6.62
334,Kununurra,AU,2022-05-26 02:36:05,-15.7667,128.7333,91.38,24,61,11.5
335,Iquique,CL,2022-05-26 02:32:17,-20.2208,-70.1431,62.64,76,18,2.17
336,Eden,US,2022-05-26 02:36:08,36.4885,-79.7667,63.82,88,100,0.0
337,Homer,US,2022-05-26 02:36:09,59.6425,-151.5483,55.78,81,40,13.8
338,Hoquiam,US,2022-05-26 02:36:09,46.9809,-123.8893,57.43,81,0,9.22
339,Zaykovo,RU,2022-05-26 02:36:09,57.5613,62.7568,56.55,80,21,6.15
340,Puerto Narino,CO,2022-05-26 02:36:10,-3.7703,-70.3831,71.64,98,54,2.04
341,Manutuke,NZ,2022-05-26 02:36:10,-38.6833,177.9167,51.73,85,100,7.92
342,Souillac,MU,2022-05-26 02:36:10,-20.5167,57.5167,70.18,88,40,3.44
343,Yeovil,GB,2022-05-26 02:36:11,50.9416,-2.6321,56.01,89,75,7.0
344,Namibe,AO,2022-05-26 02:36:11,-15.1961,12.1522,66.61,70,0,6.55
345,Sioux Lookout,CA,2022-05-26 02:36:12,50.1001,-91.917,53.67,71,100,3.44
346,Nhulunbuy,AU,2022-05-26 02:36:12,-12.2333,136.7667,86.61,54,20,14.97
347,Wanning,CN,2022-05-26 02:36:12,18.8003,110.3967,87.13,70,100,9.48
348,Ingraj Bazar,IN,2022-05-26 02:36:13,25.0,88.15,92.01,42,0,8.25
349,Mandera,KE,2022-05-26 02:36:13,3.9366,41.867,77.25,72,98,8.97
350,Macklin,CA,2022-05-26 02:36:13,52.3334,-109.9348,66.54,55,28,3.76
351,Laguna,US,2022-05-26 02:36:14,38.421,-121.4238,97.61,24,0,11.5
352,Yelan,RU,2022-05-26 02:36:14,50.949,43.7378,47.3,68,96,3.74
353,Caravelas,BR,2022-05-26 02:36:14,-17.7125,-39.2481,69.98,87,0,7.23
354,Merke,KZ,2022-05-26 02:36:15,42.8728,73.1786,80.31,35,0,3.74
355,Manolas,GR,2022-05-26 02:36:15,38.05,21.35,70.93,88,0,3.44
356,Provideniya,RU,2022-05-26 02:36:16,64.3833,-173.3,33.91,93,20,8.95
357,Qui Nhon,VN,2022-05-26 02:36:16,13.7667,109.2333,86.86,66,95,6.44
358,Karaton,ID,2022-05-26 02:36:16,-6.3424,106.1045,78.85,83,100,3.56
359,Saldanha,ZA,2022-05-26 02:36:17,-33.0117,17.9442,55.45,92,0,2.82
360,Talara,PE,2022-05-26 02:37:17,-4.5772,-81.2719,65.71,87,47,10.96
361,Tilichiki,RU,2022-05-26 02:37:17,60.4667,166.1,40.57,80,100,7.09
362,Bathsheba,BB,2022-05-26 02:37:18,13.2167,-59.5167,81.21,78,20,16.11
363,Yar-Sale,RU,2022-05-26 02:37:18,66.8333,70.8333,45.32,59,100,15.86
364,Kharitonovo,RU,2022-05-26 02:37:19,61.4009,47.4978,43.0,87,88,4.83
365,Grootfontein,NA,2022-05-26 02:37:19,-19.5667,18.1167,42.37,75,0,2.3
366,Ayia Marina,GR,2022-05-26 02:37:19,37.75,23.5333,73.54,69,22,6.82
367,Isangel,VU,2022-05-26 02:37:20,-19.55,169.2667,80.64,69,14,0.78
368,Diffa,NE,2022-05-26 02:37:20,13.3154,12.6113,83.7,14,0,6.69
369,Puerto Del Rosario,ES,2022-05-26 02:37:20,28.5004,-13.8627,67.75,68,100,12.66
370,Leh,IN,2022-05-26 02:37:21,34.1667,77.5833,50.88,30,27,6.4
371,Gebre Guracha,ET,2022-05-26 02:37:21,9.8,38.4,54.72,68,47,1.77
372,Araouane,ML,2022-05-26 02:37:21,18.9048,-3.5265,85.59,39,89,12.97
373,Lyubech,UA,2022-05-26 02:37:22,51.7026,30.6569,54.37,96,100,13.11
374,Kapit,MY,2022-05-26 02:37:22,2.0167,112.9333,81.01,77,100,0.65
375,Warrington,GB,2022-05-26 02:37:22,53.3925,-2.5802,55.45,78,15,12.66
376,Yurimaguas,PE,2022-05-26 02:37:23,-5.9,-76.0833,72.0,98,57,0.6
377,Dafeng,CN,2022-05-26 02:37:23,23.4517,108.5881,82.89,83,97,0.92
378,Batesville,US,2022-05-26 02:37:24,35.7698,-91.641,72.01,74,0,4.61
379,Esmeraldas,BR,2022-05-26 02:37:24,-19.7625,-44.3139,65.26,89,0,3.58
380,Yarmouth,US,2022-05-26 02:34:38,41.7057,-70.2286,54.0,74,0,5.75
381,Umm Lajj,SA,2022-05-26 02:37:24,25.0213,37.2685,77.76,69,0,7.74
382,Nahariyya,IL,2022-05-26 02:37:25,33.0059,35.0941,67.95,71,0,8.55
383,Belawan,ID,2022-05-26 02:37:25,3.7755,98.6832,80.89,66,100,3.36
384,Cayenne,GF,2022-05-26 02:37:26,4.9333,-52.3333,82.09,1,0,1.99
385,Camacha,PT,2022-05-26 02:37:26,33.0833,-16.3333,60.22,77,75,9.22
386,Westport,US,2022-05-26 02:36:09,41.1415,-73.3579,57.07,62,0,5.75
387,Saint-Joseph,RE,2022-05-26 02:37:26,-21.3667,55.6167,68.38,72,2,3.53
388,Nizhniy Ingash,RU,2022-05-26 02:37:27,56.2,96.53,64.04,40,0,9.31
389,San Cristobal,VE,2022-05-26 02:37:27,7.7669,-72.225,73.58,95,100,3.4
390,Altay,CN,2022-05-26 02:37:27,47.8667,88.1167,77.49,36,100,7.81
391,Sitka,US,2022-05-26 02:37:28,57.0531,-135.33,53.49,62,100,17.27
392,Mnogovershinnyy,RU,2022-05-26 02:37:28,53.9353,139.9242,52.72,62,99,5.44
393,George Town,MY,2022-05-26 02:34:43,5.4112,100.3354,87.73,47,20,3.44
394,Erenhot,CN,2022-05-26 02:37:29,43.6475,111.9767,72.68,14,47,15.57
395,Garwolin,PL,2022-05-26 02:37:29,51.8975,21.6147,54.05,96,10,5.99
396,Riohacha,CO,2022-05-26 02:37:29,11.5444,-72.9072,81.5,75,66,12.28
397,Labuhan,ID,2022-05-26 02:37:30,-6.8844,112.2051,82.92,73,100,3.76
398,Kot Addu,PK,2022-05-26 02:37:30,30.4692,70.9671,93.9,21,0,5.12
399,Praia Da Vitoria,PT,2022-05-26 02:37:31,38.7333,-27.0667,61.75,82,40,9.1
400,Rudnya,RU,2022-05-26 02:37:31,54.947,31.0934,50.79,85,99,6.85
401,Santiago Del Estero,AR,2022-05-26 02:37:31,-27.7951,-64.2615,55.58,65,100,16.58
402,Huarmey,PE,2022-05-26 02:37:32,-10.0681,-78.1522,64.04,86,20,8.46
403,Brae,GB,2022-05-26 02:37:32,60.3964,-1.353,47.64,80,21,17.47
404,Agapia,RO,2022-05-26 02:37:32,47.1667,26.2833,61.68,99,100,6.38
405,Sherbakul,RU,2022-05-26 02:37:33,54.6316,72.3963,73.8,40,64,11.39
406,Pasni,PK,2022-05-26 02:37:33,25.2631,63.471,82.02,88,40,6.53
407,Male,MV,2022-05-26 02:35:42,4.1748,73.5089,84.15,79,20,6.91
408,Shache,CN,2022-05-26 02:38:34,38.4167,77.2406,83.46,17,2,7.85
409,Chachapoyas,PE,2022-05-26 02:38:34,-6.2317,-77.869,53.38,97,94,3.56
410,Codrington,AU,2022-05-26 02:38:34,-38.2667,141.9667,60.89,75,96,11.65
411,Port Lincoln,AU,2022-05-26 02:36:15,-34.7333,135.8667,62.91,66,18,10.63
412,Auki,SB,2022-05-26 02:38:35,-8.7676,160.7034,82.51,77,62,3.76
413,Jamame,SO,2022-05-26 02:38:35,0.0722,42.7506,76.19,91,93,5.57
414,Lakes Entrance,AU,2022-05-26 02:38:36,-37.8811,147.981,69.17,50,82,2.8
415,Manga,BF,2022-05-26 02:38:36,11.6636,-1.0731,82.17,61,91,9.24
416,Esperance,AU,2022-05-26 02:38:36,-33.8667,121.9,64.4,60,10,7.0
417,Pyay,MM,2022-05-26 02:38:37,18.8167,95.2167,89.69,54,8,6.49
418,Chupa,RU,2022-05-26 02:38:37,66.27,33.0549,41.61,70,3,3.22
419,Ilebo,CD,2022-05-26 02:38:38,-4.3167,20.5833,68.38,98,91,0.87
420,Taltal,CL,2022-05-26 02:38:38,-25.4,-70.4833,59.47,78,51,2.24
421,State College,US,2022-05-26 02:33:48,40.7934,-77.86,65.05,65,100,5.75
422,Oktyabrskoye,RU,2022-05-26 02:38:38,43.0645,44.7417,44.35,93,25,4.47
423,Borovoy,RU,2022-05-26 02:38:39,55.4333,86.0833,67.28,59,0,13.42
424,Guerrero Negro,MX,2022-05-26 02:36:57,27.9769,-114.0611,63.05,79,0,12.53
425,Cidreira,BR,2022-05-26 02:38:39,-30.1811,-50.2056,66.13,82,99,4.74
426,Karla,EE,2022-05-26 02:38:40,59.3723,24.9275,52.14,93,100,6.91
427,Hovd,MN,2022-05-26 02:38:40,48.0056,91.6419,77.29,21,100,1.54
428,Soanierana Ivongo,MG,2022-05-26 02:38:40,-16.9167,49.5833,67.14,91,9,3.85
429,Baykit,RU,2022-05-26 02:38:41,61.67,96.37,57.33,55,17,7.76
430,Abu Samrah,SY,2022-05-26 02:38:41,35.3029,37.1841,66.4,44,0,2.24
431,Alamosa,US,2022-05-26 02:38:41,37.4695,-105.87,64.38,22,0,13.8
432,Grand-Santi,GF,2022-05-26 02:38:42,4.25,-54.3833,71.98,99,98,2.08
433,Slave Lake,CA,2022-05-26 02:35:45,55.2834,-114.769,57.18,58,100,9.22
434,Mana,GF,2022-05-26 02:38:42,5.6592,-53.7767,76.93,89,98,7.87
435,Montana,BG,2022-05-26 02:35:00,43.4125,23.225,62.15,84,74,3.02
436,Palembang,ID,2022-05-26 02:38:43,-2.9167,104.7458,78.89,94,20,2.3
437,Pascagoula,US,2022-05-26 02:38:43,30.3658,-88.5561,73.44,96,40,5.75
438,Ust-Barguzin,RU,2022-05-26 02:38:44,53.45,108.9833,60.98,34,89,5.91
439,Katakwi,UG,2022-05-26 02:38:44,1.8911,33.9661,62.06,94,98,3.6
440,Verkhnevilyuysk,RU,2022-05-26 02:38:44,63.4453,120.3167,41.97,57,100,10.02
441,Havoysund,NO,2022-05-26 02:38:45,70.9963,24.6622,55.63,58,99,11.68
442,Omsukchan,RU,2022-05-26 02:38:45,62.5333,155.8,39.13,90,100,7.29
443,Mettur,IN,2022-05-26 02:38:45,11.8,77.8,83.46,61,0,2.73
444,Dingle,PH,2022-05-26 02:38:46,10.9995,122.6711,88.83,61,100,5.23
445,Vardo,NO,2022-05-26 02:38:46,70.3705,31.1107,40.98,81,60,10.36
446,Hermon,US,2022-05-26 02:38:47,44.8101,-68.9134,52.32,75,20,6.91
447,Lander,US,2022-05-26 02:38:00,42.833,-108.7307,70.61,37,0,3.44
448,Hulan,CN,2022-05-26 02:38:47,45.9833,126.6,59.11,91,100,7.05
449,Marquette,US,2022-05-26 02:38:47,46.5333,-87.6335,44.04,94,100,4.23
450,Tambura,SS,2022-05-26 02:38:48,5.6,27.4667,69.04,88,100,4.16
451,Ust-Kuyga,RU,2022-05-26 02:38:48,70.0167,135.6,32.54,80,100,12.91
452,Sambava,MG,2022-05-26 02:38:49,-14.2667,50.1667,69.53,87,5,7.16
453,Barra Do Corda,BR,2022-05-26 02:39:49,-5.5,-45.25,72.43,79,36,1.99
454,Duku,NG,2022-05-26 02:39:49,11.2361,4.9073,82.08,56,4,7.52
455,Bilma,NE,2022-05-26 02:39:50,18.6853,12.9164,85.82,10,34,5.35
456,Perry,US,2022-05-26 02:39:50,37.2506,-83.1999,75.92,64,99,8.16
457,Guarapari,BR,2022-05-26 02:39:50,-20.6667,-40.4975,68.9,87,5,3.56
458,Hofn,IS,2022-05-26 02:39:51,64.2539,-15.2082,42.98,87,41,6.29
459,Piacabucu,BR,2022-05-26 02:39:51,-10.4056,-36.4344,75.09,89,91,12.01
460,Ugoofaaru,MV,2022-05-26 02:39:51,5.6667,73.0,82.49,77,66,10.29
461,Lockhart,US,2022-05-26 02:39:52,28.6194,-81.4426,80.13,68,97,1.01
462,Lorengau,PG,2022-05-26 02:39:52,-2.0226,147.2712,84.87,67,100,2.51
463,Ust-Maya,RU,2022-05-26 02:39:53,60.4167,134.5333,44.53,65,100,6.53
464,Calvinia,ZA,2022-05-26 02:39:53,-31.4707,19.776,44.64,84,0,1.77
465,Mahanje,TZ,2022-05-26 02:39:53,-9.9333,35.3333,59.29,93,1,2.48
466,Kuusamo,FI,2022-05-26 02:39:54,65.9667,29.1833,42.84,75,0,5.75
467,Hayrabolu,TR,2022-05-26 02:39:54,41.2131,27.1069,60.31,78,31,2.37
468,Tucurui,BR,2022-05-26 02:39:54,-3.7661,-49.6725,73.33,89,59,3.04
469,Mount Isa,AU,2022-05-26 02:39:55,-20.7333,139.5,78.57,34,0,13.8
470,Sucua,EC,2022-05-26 02:39:55,-2.4667,-78.1667,67.37,98,99,2.53
471,Mata,PT,2022-05-26 02:39:56,40.683,-7.4592,56.93,67,7,7.54
472,Ust-Nera,RU,2022-05-26 02:39:56,64.5667,143.2,50.85,51,88,7.09
473,Noumea,NC,2022-05-26 02:39:56,-22.2763,166.4572,82.38,99,33,5.35
474,Vangaindrano,MG,2022-05-26 02:39:57,-23.35,47.6,67.21,94,5,5.37
475,Ewa Beach,US,2022-05-26 02:39:57,21.3156,-158.0072,82.35,49,75,17.27
476,Arrecife,ES,2022-05-26 02:39:58,28.963,-13.5477,66.18,68,75,8.05
477,Alofi,NU,2022-05-26 02:39:58,-19.0595,-169.9187,80.49,78,75,11.5
478,Avera,US,2022-05-26 02:39:58,33.194,-82.5271,76.51,90,100,10.69
479,Kawalu,ID,2022-05-26 02:39:59,-7.3817,108.2082,83.17,65,100,1.34
480,Megion,RU,2022-05-26 02:39:59,61.0296,76.1136,64.42,54,100,13.04
481,Hambantota,LK,2022-05-26 02:39:59,6.1241,81.1185,82.74,89,20,18.41
482,Mabaruma,GY,2022-05-26 02:40:00,8.2,-59.7833,72.99,99,27,2.59
483,Manicore,BR,2022-05-26 02:40:00,-5.8092,-61.3003,76.95,94,0,0.0
484,Zelenogorskiy,RU,2022-05-26 02:40:01,55.0333,87.0,70.83,50,2,13.44
485,Ambon,ID,2022-05-26 02:40:01,-3.6954,128.1814,86.14,70,40,3.44
486,Kant,IN,2022-05-26 02:40:02,27.8,79.8,89.22,28,2,5.06
487,Wladyslawowo,PL,2022-05-26 02:40:02,54.7909,18.4009,52.93,86,43,11.63
488,Raga,SS,2022-05-26 02:40:02,8.4596,25.678,73.36,75,86,4.99
489,Ouango,CF,2022-05-26 02:40:03,4.3133,22.5552,68.16,99,87,1.72
490,Quatre Cocos,MU,2022-05-26 02:40:03,-20.2078,57.7625,70.09,70,36,9.35
491,Komsomolskiy,UZ,2022-05-26 02:40:04,40.4272,71.7189,74.12,43,45,4.61
492,Mpanda,TZ,2022-05-26 02:40:04,-6.3655,31.0409,62.24,84,59,0.54
493,Sandakan,MY,2022-05-26 02:40:04,5.8402,118.1179,87.48,79,20,5.99
494,Waingapu,ID,2022-05-26 02:40:05,-9.6567,120.2641,86.23,65,79,11.95
495,Marawi,PH,2022-05-26 02:40:05,7.9986,124.2928,79.74,70,79,3.29
496,Llanes,ES,2022-05-26 02:40:05,43.4198,-4.7549,56.82,73,0,3.71
497,Marabba,SD,2022-05-26 02:40:06,12.35,32.1833,82.56,51,97,11.59
498,Ambo,PE,2022-05-26 02:40:06,-10.1308,-76.2047,57.45,94,60,1.01
499,Turukhansk,RU,2022-05-26 02:40:07,65.8167,87.9833,50.74,57,2,7.07
500,Poum,NC,2022-05-26 02:41:07,-20.2333,164.0167,76.82,74,32,5.21
501,Kieta,PG,2022-05-26 02:41:07,-6.2167,155.6333,82.76,79,100,4.34
502,Lavrentiya,RU,2022-05-26 02:41:08,65.5833,-171.0,41.63,83,100,7.56
503,Fare,PF,2022-05-26 02:41:08,-16.7,-151.0167,80.91,69,0,14.32
504,Minsk,BY,2022-05-26 02:41:08,53.9,27.5667,51.55,94,100,19.04
505,Revelstoke,CA,2022-05-26 02:41:09,50.9832,-118.2023,60.82,55,20,4.61
506,Tangshan,CN,2022-05-26 02:41:09,39.6333,118.1833,85.71,12,0,11.18
507,Catubig,PH,2022-05-26 02:41:10,12.4098,125.0548,91.11,55,100,6.64
508,Samarskoye,RU,2022-05-26 02:41:10,46.9336,39.6814,56.84,83,51,6.69
509,Linares,CL,2022-05-26 02:41:10,-35.85,-71.6,43.47,90,62,4.45
510,Richards Bay,ZA,2022-05-26 02:41:11,-28.783,32.0377,70.65,86,33,11.7
511,Harper,LR,2022-05-26 02:41:11,4.375,-7.7169,77.56,83,95,5.86
512,Weligama,LK,2022-05-26 02:41:11,5.9667,80.4167,81.32,82,57,10.36
513,Mangla,PK,2022-05-26 02:41:12,31.8931,72.3817,93.79,25,0,6.93
514,La Asuncion,VE,2022-05-26 02:41:12,11.0333,-63.8628,78.53,94,100,12.66
515,San Juan,AR,2022-05-26 02:41:13,-31.5375,-68.5364,47.61,66,100,8.55
516,Yuli,NG,2022-05-26 02:41:13,9.6989,10.2744,76.87,84,95,7.54
517,Yaan,NG,2022-05-26 02:41:13,7.3833,8.5667,74.3,89,99,5.77
518,Pombia,IT,2022-05-26 02:41:14,45.653,8.6336,64.13,85,0,5.75
519,Tomohon,ID,2022-05-26 02:41:14,1.3346,124.8392,79.74,63,94,1.12
520,Saltillo,MX,2022-05-26 02:37:07,25.4167,-101.0,74.62,34,0,13.8
521,Nara,JP,2022-05-26 02:40:08,34.6851,135.8049,81.72,51,100,2.04
522,Vao,NC,2022-05-26 02:41:15,-22.6667,167.4833,74.68,74,37,7.05
523,Barkhan,PK,2022-05-26 02:41:15,29.8977,69.5256,82.98,22,0,1.45
524,Banepa,NP,2022-05-26 02:41:15,27.6298,85.5214,66.52,77,20,2.3
525,Clyde River,CA,2022-05-26 02:41:03,70.4692,-68.5914,16.03,92,100,24.16
526,Muros,ES,2022-05-26 02:41:16,42.7762,-9.0603,56.84,79,18,10.02
527,Kupang,ID,2022-05-26 02:41:16,-10.1667,123.5833,87.89,53,99,4.41
528,West Wendover,US,2022-05-26 02:41:17,40.7391,-114.0733,79.81,18,0,8.05
529,Sakaiminato,JP,2022-05-26 02:39:18,35.55,133.2333,82.38,47,75,9.22
530,Pottendorf,AT,2022-05-26 02:41:17,47.9,16.3833,56.95,85,63,4.32
531,Hirata,JP,2022-05-26 02:41:18,35.4333,132.8167,82.42,57,75,13.8
532,Loreto,MX,2022-05-26 02:41:18,22.2667,-101.9667,72.97,17,0,11.81
533,Linqiong,CN,2022-05-26 02:41:18,30.4159,103.4609,75.02,79,100,2.42
534,Macamic,CA,2022-05-26 02:41:19,48.7502,-78.9996,55.89,61,100,4.16
535,Miguel Pereira,BR,2022-05-26 02:38:15,-22.4539,-43.4689,60.73,88,0,5.32
536,Mutsu,JP,2022-05-26 02:39:17,41.2894,141.2169,74.39,52,47,7.7
537,Barcelos,PT,2022-05-26 02:36:30,41.5388,-8.6151,64.54,73,12,6.38
538,Weatherford,US,2022-05-26 02:38:54,32.7593,-97.7972,64.85,63,100,2.86
539,Svetlaya,RU,2022-05-26 02:41:20,46.5389,138.3297,53.64,78,94,6.13
540,Malanje,AO,2022-05-26 02:41:20,-9.5402,16.341,55.98,61,0,2.89
541,Kalengwa,ZM,2022-05-26 02:41:21,-13.4659,25.0027,48.88,50,0,4.21
542,Kortkeros,RU,2022-05-26 02:41:21,61.8106,51.5806,42.8,86,58,3.29
543,Merauke,ID,2022-05-26 02:41:22,-8.4667,140.3333,85.21,64,98,9.17
544,Dongli,CN,2022-05-26 02:41:22,23.5656,116.8194,78.78,94,75,2.24
545,Sao Jose Da Coroa Grande,BR,2022-05-26 02:41:22,-8.8978,-35.1478,75.76,88,81,10.16
546,Ca Mau,VN,2022-05-26 02:41:34,9.1769,105.15,90.27,57,90,13.24
547,Porto Novo,BJ,2022-05-26 02:42:23,6.4965,2.6036,82.22,85,100,4.99
548,Xingcheng,CN,2022-05-26 02:42:23,40.6167,120.7167,70.39,40,44,8.03
549,Russkiy Aktash,RU,2022-05-26 02:42:24,55.0384,52.1214,42.67,82,5,8.81
550,Maragheh,IR,2022-05-26 02:42:24,37.3917,46.2398,52.07,58,20,9.22
551,Tongchuan,CN,2022-05-26 02:42:25,35.0806,109.0897,74.59,46,89,5.73
552,Pacific Grove,US,2022-05-26 02:42:25,36.6177,-121.9166,62.02,90,92,5.99
553,Gualeguay,AR,2022-05-26 02:42:25,-33.1416,-59.3097,47.14,92,37,8.21
554,Maun,BW,2022-05-26 02:42:26,-19.9833,23.4167,54.81,50,0,3.4
555,Ancud,CL,2022-05-26 02:42:26,-41.8697,-73.8203,38.61,83,5,7.0
556,Tazovskiy,RU,2022-05-26 02:42:26,67.4667,78.7,39.72,54,10,8.19
557,Malakal,SS,2022-05-26 02:42:27,9.5334,31.6605,77.36,70,83,4.21
558,Ishigaki,JP,2022-05-26 02:42:27,24.3448,124.1572,77.13,100,75,10.36
559,Kenai,US,2022-05-26 02:42:27,60.5544,-151.2583,59.02,56,0,11.5
560,Gat,IL,2022-05-26 02:39:02,31.61,34.7642,73.4,100,0,4.25
561,Kindu,CD,2022-05-26 02:42:28,-2.95,25.95,68.04,97,100,0.51
562,Havelock,US,2022-05-26 02:42:28,34.8791,-76.9013,66.15,91,100,11.5
563,Cordoba,AR,2022-05-26 02:42:29,-31.4135,-64.1811,52.75,68,100,6.91
564,Andros Town,BS,2022-05-26 02:42:29,24.7,-77.7667,78.76,72,31,15.84
565,Uhlove,UA,2022-05-26 02:42:29,44.8215,33.6045,57.02,64,64,8.03
566,Zhangye,CN,2022-05-26 02:42:30,38.9342,100.4517,77.43,23,94,5.88
567,Russell,US,2022-05-26 02:42:30,32.3502,-85.1999,70.83,100,100,0.0
568,Humberto De Campos,BR,2022-05-26 02:42:30,-2.5983,-43.4611,73.26,95,6,4.59
569,Ngunguru,NZ,2022-05-26 02:42:31,-35.6167,174.5,61.34,69,4,6.93
570,Paciran,ID,2022-05-26 02:42:31,-6.8767,112.3761,81.05,78,100,4.27
571,Buston,TJ,2022-05-26 02:42:32,40.2342,69.6948,73.58,60,60,15.66
572,Barranca,PE,2022-05-26 02:42:32,-10.75,-77.7667,63.84,81,66,7.9
573,Manyana,BW,2022-05-26 02:42:32,-23.4,21.7167,56.44,39,0,5.17
574,Sakakah,SA,2022-05-26 02:42:33,29.9697,40.2064,74.77,23,0,14.94
575,Byron Bay,AU,2022-05-26 02:42:33,-28.65,153.6167,68.7,69,20,7.81
576,Zhuhai,CN,2022-05-26 02:42:33,22.2769,113.5678,86.86,94,40,4.61
577,Kirakira,SB,2022-05-26 02:42:34,-10.4544,161.9205,84.56,75,25,7.43
578,Sindou,BF,2022-05-26 02:42:34,10.6667,-5.1667,75.6,76,69,3.51
579,Sidney,AU,2022-05-26 02:40:07,-33.8679,151.2073,69.55,70,20,5.75
580,Sao Felix Do Xingu,BR,2022-05-26 02:42:35,-6.6447,-51.995,68.67,85,0,1.66
581,Biak,ID,2022-05-26 02:42:35,-0.9131,122.8766,83.39,72,90,4.16
582,Kodinsk,RU,2022-05-26 02:42:35,58.6881,99.1844,55.56,66,92,10.0
583,Orange,US,2022-05-26 02:42:36,33.7,-117.7675,75.54,80,20,10.36
584,Port Macquarie,AU,2022-05-26 02:42:36,-31.4333,152.9167,70.9,70,45,3.6
585,Baft,IR,2022-05-26 02:42:37,29.234,56.6057,69.46,4,0,0.74
586,Terrace Bay,CA,2022-05-26 02:42:37,48.7834,-87.1,45.66,97,100,13.62
587,Hanzhong,CN,2022-05-26 02:42:38,33.0728,107.0303,75.02,63,58,3.42
588,Siloam Springs,US,2022-05-26 02:39:21,36.1881,-94.5405,59.45,93,100,9.22
589,Seddon,AU,2022-05-26 02:42:38,-37.8068,144.8916,62.91,86,100,14.97
