City_ID,City,Country,Current Description,Max Temp,Lat,Lng,Hotel Name
670,San Ignacio,BZ,broken clouds,77.14,17.1561,-89.0714,Rainforest Haven Inn
673,Saint Anthony,US,mist,64.15,45.0205,-93.218,Holiday Inn Express Roseville-St. Paul
676,Magadan,RU,scattered clouds,79.54,59.5667,150.8,Magadan hotel
678,Preobrazheniye,RU,overcast clouds,69.37,42.9019,133.9064,Campsite Orlan
680,Ocos,GT,overcast clouds,77.95,14.5094,-92.1933,Auto Hotel El Soñador
681,Collie,AU,clear sky,64.94,-33.3667,116.15,Collie Ridge
682,Saint-Pierre,RE,broken clouds,73.08,-21.3393,55.4781,Alize Plage
684,Itupiranga,BR,broken clouds,77.32,-5.1347,-49.3267,Hotel Panorama
688,Silver City,US,scattered clouds,77.02,32.7701,-108.2803,Copper Manor Motel
689,Bonthe,SL,light rain,74.43,7.5264,-12.505,Bonthe Holiday Village
691,Belmonte,BR,scattered clouds,69.62,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
692,Algeciras,ES,few clouds,74.88,36.1333,-5.4505,AC Hotel by Marriott Algeciras
695,Puerto Colombia,CO,scattered clouds,78.89,10.9878,-74.9547,Hotel El Emigrante
699,Hamada,JP,overcast clouds,79.52,34.8833,132.0833,Shimane Hamada Washington Hotel Plaza
700,Coahuayana,MX,overcast clouds,78.26,18.7333,-103.6833,El rranchito michuacan de ocampos
